x,age,total area,road width,street section,floors,main use,price-per-unit,Region
37532,25,2,8,13,5,1,65,1
40095,31,2,8,13,1,1,70,0
38462,35,2,8,13,5,1,50,0
1167,29,2,8,13,#N/A,1,10,0
5275,24,2,8,13,0,1,40,0
5583,24,2,8,13,0,1,40,0
8405,24,2,8,13,5,1,20,0
9239,24,2,8,13,0,1,60,0
14602,24,2,8,13,0,1,20,0
15446,24,2,8,13,0,1,40,0
19379,24,2,8,13,0,1,40,0
19840,24,2,8,13,0,1,50,0
19895,24,2,8,13,0,2,27,0
23768,24,2,8,13,0,1,40,0
29643,24,2,8,13,5,2,40,0
33765,24,2,8,13,5,1,45,0
40461,24,2,8,13,0,1,20,0
42580,24,2,8,13,0,1,50,0
43010,24,2,8,13,0,0,40,0
43015,24,2,8,13,0,1,50,0
532,33,2,8,13,0,1,37,0
39962,20,2,8,13,0,1,25,0
11355,26,2,8,13,1,2,40,0
10984,29,2,8,13,1,1,30,0
23588,23,2,8,13,5,1,40,0
3434,25,2,8,13,0,1,35,0
3548,25,2,8,13,0,1,30,0
5814,25,2,8,13,0,1,55,0
6111,25,2,8,13,0,1,40,0
7028,25,2,8,13,0,1,50,1
13088,25,2,8,13,0,1,45,0
15417,25,2,8,13,1,1,40,0
15828,25,2,8,13,0,1,40,0
17664,25,2,8,13,0,1,45,0
18137,25,2,8,13,0,1,40,0
18200,25,2,8,13,0,1,35,0
19747,25,2,8,13,0,1,40,0
21158,25,2,8,13,0,1,40,0
22383,25,2,8,13,5,1,40,1
25988,25,2,8,13,0,1,40,0
26718,25,2,8,13,0,1,35,0
28451,25,2,8,13,0,1,35,0
29520,25,2,8,13,5,1,38,1
29576,25,2,8,13,0,1,40,0
30858,25,2,8,13,0,1,20,0
32415,25,2,8,13,0,2,40,0
35808,25,2,8,13,0,0,40,0
45001,25,2,8,13,0,2,40,0
45489,25,2,8,13,0,0,20,0
45784,25,2,8,13,0,1,40,0
45906,25,2,8,13,5,1,60,0
48224,25,2,8,13,0,1,40,0
48793,25,2,8,13,0,2,40,0
37366,39,2,8,13,5,2,30,0
1311,40,2,8,13,1,1,40,0
12152,17,2,8,13,5,1,40,1
37416,43,2,8,13,1,1,50,0
23554,21,2,8,13,5,2,40,1
37170,49,2,8,13,5,1,40,1
39786,35,2,8,13,5,1,40,1
2981,32,2,8,13,1,1,40,0
3332,26,2,8,13,0,1,40,0
14962,26,2,8,13,0,1,48,0
16895,26,2,8,13,0,1,40,0
17806,26,2,8,13,0,1,55,0
17873,26,2,8,13,5,1,40,0
18962,26,2,8,13,5,1,28,0
24514,26,2,8,13,0,1,35,0
25762,26,2,8,13,5,1,41,0
27056,26,2,8,13,0,1,35,0
28596,26,2,8,13,5,2,40,1
31941,26,2,8,13,0,1,40,0
32801,26,2,8,13,0,1,40,0
33036,26,2,8,13,0,1,38,0
34226,26,2,8,13,0,2,42,0
35139,26,2,8,13,0,1,40,0
35185,26,2,8,13,0,2,40,0
35186,26,2,8,13,0,1,40,0
42494,26,2,8,13,0,1,42,0
43186,26,2,8,13,0,0,50,0
45205,26,2,8,13,0,1,40,0
47683,26,2,8,13,5,1,55,1
10673,32,2,8,13,5,1,40,1
36999,40,2,8,13,0,1,35,0
2490,28,2,8,13,0,2,60,0
38619,24,2,8,13,5,2,42,1
35812,21,2,8,13,5,1,40,0
5789,27,2,8,13,5,4,40,0
5935,27,2,8,13,6,1,50,0
6007,27,2,8,13,0,1,45,0
7383,27,2,8,13,5,1,40,0
13190,27,2,8,13,0,1,35,0
14871,27,2,8,13,0,1,32,0
17471,27,2,8,13,0,1,35,0
18295,27,2,8,13,0,1,40,0
18565,27,2,8,13,0,1,40,0
23746,27,2,8,13,5,1,45,1
24441,27,2,8,13,0,1,50,0
25799,27,2,8,13,0,1,40,0
26964,27,2,8,13,0,1,45,0
29960,27,2,8,13,0,1,35,0
33807,27,2,8,13,0,1,60,0
40608,27,2,8,13,0,4,43,0
41153,27,2,8,13,0,1,40,0
46971,27,2,8,13,5,1,68,0
46994,27,2,8,13,0,1,40,0
11299,23,2,8,13,0,1,40,0
10203,25,2,8,13,0,1,40,0
10846,41,2,8,13,5,1,50,1
35955,22,2,8,13,1,1,40,0
36056,30,2,8,13,0,1,15,0
977,55,2,8,13,0,1,40,0
36421,42,2,8,13,0,1,50,0
10112,33,2,8,13,5,1,40,1
1984,20,2,8,13,1,1,45,0
800,33,2,8,13,5,2,45,1
7319,28,2,8,13,0,0,40,0
8120,28,2,8,13,0,1,40,0
15464,28,2,8,13,0,1,48,0
17754,28,2,8,13,0,1,40,0
26727,28,2,8,13,5,1,65,1
28668,28,2,8,13,0,1,50,0
40275,28,2,8,13,0,2,60,0
40649,28,2,8,13,1,1,40,0
43154,28,2,8,13,1,1,40,0
44973,28,2,8,13,0,2,60,0
46270,28,2,8,13,0,1,52,0
10496,24,2,8,13,5,1,40,1
121,32,2,8,13,1,1,60,0
6302,29,2,8,13,5,1,55,0
14995,29,2,8,13,0,1,40,0
16574,29,2,8,13,0,1,56,0
28561,29,2,8,13,5,1,25,1
32989,29,2,8,13,5,1,60,0
33444,29,2,8,13,0,1,40,0
33553,29,2,8,13,5,2,40,1
35126,29,2,8,13,0,1,40,0
41064,29,2,8,13,0,2,42,0
43164,29,2,8,13,5,1,60,1
47505,29,2,8,13,1,1,50,0
48128,29,2,8,13,0,1,42,0
10489,41,2,8,13,5,4,50,1
6066,30,2,8,13,#N/A,1,40,0
7083,30,2,8,13,0,2,17,0
15954,30,2,8,13,#N/A,1,40,0
17483,30,2,8,13,5,1,50,1
19912,30,2,8,13,1,1,40,0
20556,30,2,8,13,#N/A,1,40,0
20818,30,2,8,13,0,2,40,0
20921,30,2,8,13,0,2,45,1
24990,30,2,8,13,0,1,15,0
28829,30,2,8,13,5,1,40,1
31350,30,2,8,13,5,1,33,1
33071,30,2,8,13,5,1,45,1
33197,30,2,8,13,5,1,80,0
41635,30,2,8,13,0,1,40,0
41955,30,2,8,13,5,1,72,1
43953,30,2,8,13,0,1,40,0
44924,30,2,8,13,5,1,40,1
47893,30,2,8,13,5,1,40,0
48264,30,2,8,13,5,1,40,0
11541,44,2,8,13,5,1,48,0
36196,35,2,8,13,0,1,40,0
35974,42,2,8,13,0,2,38,0
36741,43,2,8,13,5,1,40,0
1623,47,2,8,13,5,1,50,1
1130,54,2,8,13,0,1,55,0
38529,23,2,8,13,1,2,35,0
38302,33,2,8,13,0,1,50,0
37935,19,2,8,13,5,1,40,0
5522,31,2,8,13,0,1,40,0
6640,31,2,8,13,0,1,40,0
7070,31,2,8,13,0,1,40,0
7209,31,2,8,13,0,1,40,0
7227,31,2,8,13,5,1,40,0
8076,31,2,8,13,5,1,40,1
14114,31,2,8,13,5,1,51,0
19731,31,2,8,13,0,1,50,0
22777,31,2,8,13,5,1,40,0
23960,31,2,8,13,5,1,97,1
26157,31,2,8,13,0,2,48,0
28752,31,2,8,13,5,1,40,0
29808,31,2,8,13,1,1,40,0
30919,31,2,8,13,0,1,45,0
31070,31,2,8,13,0,1,40,0
32971,31,2,8,13,5,1,38,1
35275,31,2,8,13,0,1,50,0
44442,31,2,8,13,5,2,50,1
45551,31,2,8,13,1,1,40,0
46349,31,2,8,13,0,1,40,1
47454,31,2,8,13,0,1,40,0
47919,31,2,8,13,0,1,40,0
38633,26,2,8,13,6,2,40,0
36351,21,2,8,13,0,1,40,0
39140,26,2,8,13,0,1,45,0
39037,26,2,8,13,0,1,40,0
9660,32,2,8,13,5,1,50,0
17860,32,2,8,13,0,1,50,0
18509,32,2,8,13,#N/A,1,50,1
27296,32,2,8,13,1,1,40,0
32843,32,2,8,13,0,1,35,0
34651,32,2,8,13,1,0,46,0
40527,32,2,8,13,5,1,45,0
43679,32,2,8,13,1,1,35,0
46903,32,2,8,13,5,1,35,1
12139,20,2,8,13,1,2,43,1
39395,23,2,8,13,5,1,38,0
10585,46,2,8,13,5,1,21,1
37787,32,2,8,13,5,1,48,1
4398,33,2,8,13,0,1,40,0
14936,33,2,8,13,1,1,40,0
14999,33,2,8,13,0,1,20,0
17039,33,2,8,13,0,1,45,0
20396,33,2,8,13,0,1,40,0
21796,33,2,8,13,0,1,50,1
23051,33,2,8,13,5,1,45,1
23090,33,2,8,13,5,1,50,0
23919,33,2,8,13,0,2,50,0
26911,33,2,8,13,1,1,60,0
29553,33,2,8,13,0,4,60,0
31844,33,2,8,13,0,2,52,1
44668,33,2,8,13,0,1,46,0
45394,33,2,8,13,5,1,40,1
47571,33,2,8,13,0,1,50,0
10764,44,2,8,13,1,1,45,0
36834,29,2,8,13,5,2,70,1
39739,18,2,8,13,0,1,40,0
3889,34,2,8,13,0,1,18,0
4097,34,2,8,13,5,1,40,1
4283,34,2,8,13,5,1,45,0
6665,34,2,8,13,1,1,40,0
12991,34,2,8,13,5,1,50,0
15946,34,2,8,13,0,1,43,0
16376,34,2,8,13,5,1,40,1
19170,34,2,8,13,1,1,40,0
21883,34,2,8,13,5,1,55,1
25444,34,2,8,13,0,1,40,0
25907,34,2,8,13,6,1,40,0
26936,34,2,8,13,0,1,14,0
27754,34,2,8,13,5,1,40,1
32570,34,2,8,13,5,1,40,0
34983,34,2,8,13,0,2,15,0
45293,34,2,8,13,5,1,45,1
46801,34,2,8,13,5,1,46,1
47897,34,2,8,13,5,1,60,0
36412,47,2,8,13,1,1,40,0
10475,38,2,8,13,5,2,50,1
36818,22,2,8,13,1,2,42,0
3918,35,2,8,13,1,1,50,0
7870,35,2,8,13,0,1,45,0
8830,35,2,8,13,0,1,55,0
13486,35,2,8,13,1,1,40,0
15160,35,2,8,13,0,1,20,0
22985,35,2,8,13,5,1,40,1
26105,35,2,8,13,1,1,40,0
40185,35,2,8,13,5,1,80,0
48784,35,2,8,13,5,1,50,0
11080,34,2,8,13,5,1,40,1
11833,35,2,8,13,5,2,40,0
16212,36,2,8,13,1,1,52,0
16982,36,2,8,13,0,1,50,0
16996,36,2,8,13,1,1,35,0
18671,36,2,8,13,5,1,40,0
20461,36,2,8,13,0,1,35,0
27359,36,2,8,13,5,1,40,1
28275,36,2,8,13,5,1,50,0
29705,36,2,8,13,0,1,60,0
30098,36,2,8,13,#N/A,1,40,0
30256,36,2,8,13,5,1,40,0
35014,36,2,8,13,1,1,60,0
42966,36,2,8,13,0,1,40,0
44111,36,2,8,13,1,1,40,0
44352,36,2,8,13,0,2,35,0
39605,29,2,8,13,1,1,40,0
39748,26,2,8,13,0,3,45,0
4617,37,2,8,13,1,1,60,0
4653,37,2,8,13,0,1,45,0
8425,37,2,8,13,5,1,40,1
20774,37,2,8,13,5,1,50,1
23476,37,2,8,13,5,1,40,1
23721,37,2,8,13,1,1,36,0
24964,37,2,8,13,5,1,30,1
25118,37,2,8,13,5,1,40,1
27824,37,2,8,13,1,1,55,0
30461,37,2,8,13,1,1,35,0
33273,37,2,8,13,5,1,50,1
34041,37,2,8,13,0,1,42,0
40912,37,2,8,13,5,1,45,1
48547,37,2,8,13,5,1,40,1
12212,34,2,8,13,5,1,42,1
588,56,2,8,13,5,1,40,0
2700,35,2,8,13,#N/A,2,40,1
36579,37,2,8,13,1,1,25,1
35995,29,2,8,13,5,1,40,0
36611,28,2,8,13,5,1,40,0
4737,38,2,8,13,5,1,40,0
4917,38,2,8,13,5,1,55,0
5162,38,2,8,13,1,1,38,0
5177,38,2,8,13,5,1,48,0
8519,38,2,8,13,5,1,45,0
8632,38,2,8,13,5,1,40,1
8980,38,2,8,13,0,1,40,0
15822,38,2,8,13,1,2,40,0
18218,38,2,8,13,#N/A,2,40,0
18541,38,2,8,13,0,0,40,0
19750,38,2,8,13,5,1,20,1
20951,38,2,8,13,5,1,50,1
23365,38,2,8,13,5,1,40,1
24424,38,2,8,13,5,1,15,0
25249,38,2,8,13,5,2,50,1
25497,38,2,8,13,5,0,40,0
30424,38,2,8,13,5,1,40,1
32612,38,2,8,13,5,2,40,0
32937,38,2,8,13,5,0,40,1
41962,38,2,8,13,5,2,40,1
42033,38,2,8,13,0,1,43,1
45096,38,2,8,13,5,1,42,1
11272,46,2,8,13,0,1,43,0
2304,36,2,8,13,5,1,43,0
12344,28,2,8,13,5,1,50,0
4855,39,2,8,13,5,0,40,1
12961,39,2,8,13,0,1,44,1
19826,39,2,8,13,1,1,35,0
20528,39,2,8,13,5,1,50,1
21800,39,2,8,13,5,1,35,1
24421,39,2,8,13,5,1,50,1
27031,39,2,8,13,5,1,40,0
32676,39,2,8,13,#N/A,2,30,0
32931,39,2,8,13,5,1,40,1
46091,39,2,8,13,5,1,42,0
37353,41,2,8,13,0,2,40,0
655,42,2,8,13,5,2,40,1
12074,33,2,8,13,0,1,35,0
306,38,2,8,13,0,2,40,0
2442,26,2,8,13,5,1,45,1
37561,30,2,8,13,5,1,50,1
1853,21,2,8,13,0,1,40,0
5312,40,2,8,13,5,1,60,1
6897,40,2,8,13,1,4,40,0
8083,40,2,8,13,1,1,35,0
12776,40,2,8,13,5,1,30,0
13795,40,2,8,13,1,1,40,0
14392,40,2,8,13,5,1,20,0
16041,40,2,8,13,5,1,50,1
26851,40,2,8,13,5,1,48,0
31859,40,2,8,13,5,1,40,1
32883,40,2,8,13,5,2,40,1
33220,40,2,8,13,5,1,40,1
34137,40,2,8,13,1,1,40,1
41190,40,2,8,13,5,1,35,0
41265,40,2,8,13,5,1,75,1
41563,40,2,8,13,0,1,50,1
42109,40,2,8,13,1,1,40,0
46313,40,2,8,13,5,1,40,1
47078,40,2,8,13,0,1,45,0
47737,40,2,8,13,5,1,20,0
36871,43,2,8,13,5,1,40,0
1973,23,2,8,13,5,1,40,1
37,43,2,8,13,5,1,40,1
35819,32,2,8,13,0,1,55,0
36004,42,2,8,13,5,1,45,1
10803,43,2,8,13,5,1,40,1
4680,41,2,8,13,5,1,35,1
6172,41,2,8,13,0,2,40,0
6430,41,2,8,13,5,1,50,0
6976,41,2,8,13,5,1,40,1
9211,41,2,8,13,5,1,45,1
16474,41,2,8,13,5,2,40,0
19349,41,2,8,13,8,1,40,0
19991,41,2,8,13,5,1,20,0
21142,41,2,8,13,#N/A,2,40,0
25938,41,2,8,13,1,1,65,0
28296,41,2,8,13,1,1,40,0
29523,41,2,8,13,5,1,45,1
30629,41,2,8,13,0,1,70,0
30746,41,2,8,13,5,1,40,1
32490,41,2,8,13,1,1,20,0
35390,41,2,8,13,5,1,50,0
41414,41,2,8,13,1,1,35,0
42808,41,2,8,13,5,2,40,1
44411,41,2,8,13,5,1,35,0
45377,41,2,8,13,1,1,40,0
2072,25,2,8,13,5,1,55,1
11996,23,2,8,13,1,1,50,0
11959,34,2,8,13,5,1,45,1
3416,42,2,8,13,1,1,37,0
6853,42,2,8,13,1,1,55,0
13232,42,2,8,13,5,1,40,1
14237,42,2,8,13,5,1,50,1
17027,42,2,8,13,5,1,40,1
18067,42,2,8,13,6,1,45,1
18177,42,2,8,13,#N/A,1,45,1
18923,42,2,8,13,1,1,50,0
19388,42,2,8,13,5,1,48,1
19526,42,2,8,13,#N/A,1,40,0
21442,42,2,8,13,5,1,45,1
24117,42,2,8,13,5,1,50,1
24823,42,2,8,13,5,1,40,1
29410,42,2,8,13,5,1,40,1
31389,42,2,8,13,0,1,35,0
34597,42,2,8,13,0,1,40,1
34614,42,2,8,13,5,1,60,1
40356,42,2,8,13,1,1,33,0
47214,42,2,8,13,5,1,45,1
48432,42,2,8,13,5,1,42,0
48448,42,2,8,13,1,2,30,0
3029,28,2,8,13,0,2,35,0
37138,27,2,8,13,0,1,35,0
10269,36,2,8,13,0,1,48,0
4554,43,2,8,13,0,1,40,1
6574,43,2,8,13,0,1,40,0
14196,43,2,8,13,1,1,34,0
14337,43,2,8,13,5,1,40,0
17766,43,2,8,13,5,2,40,1
17850,43,2,8,13,5,1,40,0
19756,43,2,8,13,1,1,48,0
20786,43,2,8,13,1,1,40,0
21810,43,2,8,13,1,1,39,0
22835,43,2,8,13,1,1,55,0
33953,43,2,8,13,5,1,45,1
35211,43,2,8,13,#N/A,1,40,0
41554,43,2,8,13,5,1,28,0
42481,43,2,8,13,5,1,40,1
45750,43,2,8,13,1,1,42,0
46739,43,2,8,13,0,1,40,0
48463,43,2,8,13,5,1,55,1
36990,41,2,8,13,0,1,50,0
1486,34,2,8,13,0,1,55,0
10436,19,2,8,13,0,2,40,0
3766,44,2,8,13,5,2,40,0
7004,44,2,8,13,0,1,50,0
8119,44,2,8,13,5,2,36,1
12772,44,2,8,13,5,1,56,0
12900,44,2,8,13,5,1,40,1
17551,44,2,8,13,1,1,40,0
23039,44,2,8,13,1,1,60,0
28111,44,2,8,13,5,1,40,1
35475,44,2,8,13,5,2,40,1
41105,44,2,8,13,5,1,52,0
43945,44,2,8,13,5,1,40,1
45972,44,2,8,13,1,1,45,0
48310,44,2,8,13,5,1,40,1
1440,56,2,8,13,5,1,45,0
11578,21,2,8,13,5,1,52,0
37218,32,2,8,13,8,0,10,0
923,43,2,8,13,5,1,30,0
36128,36,2,8,13,0,1,24,0
3923,45,2,8,13,5,1,40,1
6298,45,2,8,13,0,1,50,0
7024,45,2,8,13,1,1,50,1
8429,45,2,8,13,5,0,40,0
13749,45,2,8,13,5,1,50,1
16770,45,2,8,13,1,1,40,0
16969,45,2,8,13,5,1,55,0
19006,45,2,8,13,1,1,50,1
19488,45,2,8,13,5,1,50,1
21183,45,2,8,13,0,1,40,0
21611,45,2,8,13,5,1,45,1
23283,45,2,8,13,5,2,40,0
24130,45,2,8,13,5,1,50,1
26307,45,2,8,13,5,1,37,0
27034,45,2,8,13,5,1,40,1
28494,45,2,8,13,1,1,40,1
42132,45,2,8,13,5,0,40,1
45453,45,2,8,13,5,1,35,1
46032,45,2,8,13,1,2,60,0
2131,18,2,8,13,5,1,40,0
11688,36,2,8,13,0,1,40,0
10539,36,2,8,13,5,1,40,1
36529,33,2,8,13,1,1,40,0
37119,44,2,8,13,5,1,40,0
3664,46,2,8,13,5,1,40,1
5831,46,2,8,13,5,1,50,1
6104,46,2,8,13,5,2,40,1
6418,46,2,8,13,5,1,60,0
7824,46,2,8,13,5,1,40,1
8215,46,2,8,13,5,1,40,1
9054,46,2,8,13,1,1,40,0
12678,46,2,8,13,1,1,40,0
18569,46,2,8,13,5,1,35,1
19376,46,2,8,13,5,1,70,0
19534,46,2,8,13,0,1,40,1
20092,46,2,8,13,0,2,40,0
23795,46,2,8,13,5,1,45,1
23871,46,2,8,13,1,1,40,0
29080,46,2,8,13,#N/A,1,40,0
29374,46,2,8,13,5,1,40,1
29395,46,2,8,13,1,1,43,0
30264,46,2,8,13,1,2,50,1
30868,46,2,8,13,5,2,40,1
33093,46,2,8,13,5,1,40,1
34449,46,2,8,13,5,1,38,1
40879,46,2,8,13,5,1,40,1
41177,46,2,8,13,5,1,40,1
41560,46,2,8,13,5,2,40,0
42048,46,2,8,13,5,0,40,1
42411,46,2,8,13,5,1,40,1
2488,32,2,8,13,0,2,40,0
1587,18,2,8,13,0,1,40,0
8147,47,2,8,13,1,1,35,1
8955,47,2,8,13,1,1,48,0
12637,47,2,8,13,5,1,40,1
13424,47,2,8,13,0,1,50,0
13841,47,2,8,13,5,1,40,1
14230,47,2,8,13,5,2,40,1
15158,47,2,8,13,5,1,72,0
17802,47,2,8,13,5,1,40,0
21269,47,2,8,13,5,1,40,0
23098,47,2,8,13,0,1,50,1
25090,47,2,8,13,5,1,40,0
26615,47,2,8,13,#N/A,1,70,0
27708,47,2,8,13,5,1,50,1
27830,47,2,8,13,5,1,45,0
32243,47,2,8,13,5,1,40,1
34677,47,2,8,13,1,2,40,0
1364,27,2,8,13,5,1,40,1
37526,23,2,8,13,5,1,40,1
36430,43,2,8,13,5,1,40,0
6943,48,2,8,13,5,1,40,0
9113,48,2,8,13,5,1,55,1
13129,48,2,8,13,#N/A,1,45,0
23189,48,2,8,13,5,1,45,0
25007,48,2,8,13,5,1,50,1
27409,48,2,8,13,1,1,60,0
27636,48,2,8,13,6,0,40,0
28974,48,2,8,13,0,1,35,0
34326,48,2,8,13,5,1,60,1
41714,48,2,8,13,5,1,40,0
46102,48,2,8,13,5,1,40,0
36650,27,2,8,13,5,1,40,1
37542,34,2,8,13,8,1,40,1
820,40,2,8,13,1,1,60,0
6656,49,2,8,13,0,1,60,1
9750,49,2,8,13,5,2,35,1
15476,49,2,8,13,5,1,40,0
17477,49,2,8,13,1,2,40,0
18485,49,2,8,13,0,1,50,0
19736,49,2,8,13,1,2,40,0
25089,49,2,8,13,0,1,50,0
32927,49,2,8,13,1,1,40,0
33098,49,2,8,13,1,1,50,0
41112,49,2,8,13,5,1,50,0
43024,49,2,8,13,5,1,60,0
44957,49,2,8,13,5,1,30,1
48363,49,2,8,13,1,1,40,1
24240,50,2,8,13,0,1,40,1
25037,50,2,8,13,#N/A,1,40,1
25681,50,2,8,13,5,1,45,1
26176,50,2,8,13,1,1,40,1
31428,50,2,8,13,5,1,40,1
34369,50,2,8,13,5,1,44,1
35536,50,2,8,13,1,1,40,1
48168,50,2,8,13,5,1,24,0
8701,51,2,8,13,0,1,55,0
17557,51,2,8,13,5,1,40,1
19800,51,2,8,13,5,1,40,1
20090,51,2,8,13,5,1,45,0
25448,51,2,8,13,5,1,40,1
28043,51,2,8,13,5,1,50,1
29412,51,2,8,13,5,1,40,1
29428,51,2,8,13,5,1,26,0
34669,51,2,8,13,5,1,40,1
41882,51,2,8,13,1,1,40,0
13532,52,2,8,13,0,2,40,0
19556,52,2,8,13,5,1,40,1
45746,52,2,8,13,5,1,40,0
48070,52,2,8,13,5,1,40,1
8437,53,2,8,13,5,2,40,1
15808,53,2,8,13,5,0,50,0
20188,53,2,8,13,5,2,35,0
29365,53,2,8,13,1,1,57,0
33285,53,2,8,13,5,1,60,1
34322,53,2,8,13,5,1,40,0
41939,53,2,8,13,5,1,50,1
42006,53,2,8,13,1,1,54,0
45493,53,2,8,13,1,1,38,0
204,20,2,8,13,1,1,40,0
1488,27,2,8,13,5,1,42,0
2639,24,2,8,13,0,1,40,0
30529,54,2,8,13,0,1,50,0
33455,54,2,8,13,5,0,40,1
34110,54,2,8,13,5,1,40,0
1589,57,2,8,13,0,1,40,0
1216,55,2,8,13,0,1,40,0
13687,55,2,8,13,5,1,40,1
15496,55,2,8,13,5,1,40,1
32342,55,2,8,13,8,1,48,0
47276,55,2,8,13,5,1,60,0
58,44,2,8,13,5,1,50,1
2860,31,2,8,13,0,1,25,0
8266,56,2,8,13,5,1,40,1
16307,56,2,8,13,5,1,40,1
24031,56,2,8,13,1,1,40,0
27022,56,2,8,13,5,1,40,1
42609,56,2,8,13,5,1,40,1
3046,55,2,8,13,5,1,40,1
14149,57,2,8,13,0,1,40,1
20805,57,2,8,13,5,0,35,0
21335,57,2,8,13,5,1,40,1
31743,57,2,8,13,8,1,35,0
34125,57,2,8,13,5,1,45,0
41379,57,2,8,13,1,1,40,0
16860,58,2,8,13,0,1,40,0
17400,58,2,8,13,5,1,40,1
23992,58,2,8,13,5,1,58,0
30668,58,2,8,13,0,1,37,0
33839,58,2,8,13,5,2,40,0
35010,58,2,8,13,1,1,50,0
21081,59,2,8,13,0,1,38,0
21308,59,2,8,13,5,1,40,1
32375,59,2,8,13,5,1,45,1
44270,59,2,8,13,5,1,50,1
27271,60,2,8,13,5,1,40,1
31367,60,2,8,13,5,1,48,1
35360,60,2,8,13,5,1,45,1
44739,60,2,8,13,8,1,60,1
46118,60,2,8,13,#N/A,1,55,0
4902,61,2,8,13,0,1,63,1
6417,61,2,8,13,5,1,30,0
14777,61,2,8,13,1,1,40,0
18144,61,2,8,13,5,1,50,1
18653,61,2,8,13,#N/A,1,30,0
18964,61,2,8,13,6,1,40,0
30254,61,2,8,13,1,1,30,0
33384,61,2,8,13,5,1,42,0
13702,62,2,8,13,5,1,40,1
17125,62,2,8,13,8,1,48,0
21031,62,2,8,13,1,2,40,0
24551,62,2,8,13,5,1,38,0
43224,62,2,8,13,5,1,40,0
6792,63,2,8,13,8,1,48,0
12594,63,2,8,13,8,0,35,0
20222,63,2,8,13,0,2,21,0
27823,63,2,8,13,5,1,40,1
32402,63,2,8,13,1,2,35,0
46156,63,2,8,13,5,1,40,0
44185,66,2,8,13,8,2,25,0
4921,67,2,8,13,5,1,20,0
48125,67,2,8,13,5,1,10,0
34239,68,2,8,13,5,1,40,1
19318,71,2,8,13,8,1,6,0
18966,78,2,8,13,5,1,15,0
11609,43,4,8,13,1,1,40,1
11210,37,4,8,13,0,1,40,0
11794,31,4,8,13,5,1,40,1
11589,45,4,8,13,5,1,45,1
10448,22,4,8,13,0,0,1,0
10930,40,4,8,13,0,1,15,0
11040,44,4,8,13,1,1,40,0
11309,20,4,8,13,0,2,40,0
38568,18,4,8,13,5,1,30,0
40123,27,4,8,13,5,1,50,1
40164,20,4,8,13,0,1,40,0
559,30,4,8,13,5,1,50,0
3117,44,4,8,13,5,1,45,1
11290,27,4,8,13,0,1,40,0
865,35,4,8,13,0,1,35,0
38959,31,4,8,13,6,3,45,0
39270,23,4,8,13,0,1,30,0
40126,24,4,8,13,5,1,50,1
10326,29,4,8,13,0,1,50,0
38769,33,4,8,13,1,0,40,0
38281,35,4,8,13,0,0,40,0
39880,26,4,8,13,5,1,45,1
39158,18,4,8,13,5,0,40,0
38005,36,4,8,13,5,1,60,1
39702,28,4,8,13,5,1,55,1
39966,27,4,8,13,0,1,40,0
443,18,4,8,13,0,1,40,0
39858,20,4,8,13,0,1,30,0
2234,40,4,8,13,5,1,50,1
12085,28,4,8,13,0,1,45,0
10769,44,4,8,13,0,1,55,0
10968,27,4,8,13,5,1,32,0
763,31,4,8,13,0,1,40,1
12191,39,4,8,13,0,1,15,0
1610,33,4,8,13,0,1,42,0
481,49,4,8,13,5,1,28,0
1766,28,4,8,13,5,1,40,1
2517,34,4,8,13,0,1,40,0
10471,38,4,8,13,5,2,40,0
40172,36,4,8,13,5,2,35,1
626,40,4,8,13,5,1,50,1
2830,18,4,8,13,8,1,40,0
10545,34,4,8,13,0,1,40,0
19873,19,4,8,13,0,1,30,0
23586,20,4,8,13,5,1,40,0
39103,19,4,8,13,5,1,40,1
38900,32,4,8,13,6,4,40,0
1331,52,4,8,13,5,1,45,1
23585,22,4,8,13,0,1,45,0
38667,29,4,8,13,5,1,55,1
3112,31,4,8,13,0,1,40,0
23535,28,4,8,13,5,1,45,1
10204,25,4,8,13,0,2,55,0
38246,33,4,8,13,1,1,40,0
39020,36,4,8,13,5,1,40,1
23589,24,4,8,13,0,1,40,0
39164,29,4,8,13,5,1,60,1
39813,24,4,8,13,0,1,40,0
10058,44,4,8,13,0,1,40,0
10364,46,4,8,13,5,1,40,0
39668,28,4,8,13,0,1,65,0
38875,32,4,8,13,5,1,38,0
3204,28,4,8,13,1,1,52,0
38161,21,4,8,13,1,1,40,0
10521,33,4,8,13,1,1,55,0
12037,17,4,8,13,5,1,40,1
1421,43,4,8,13,5,1,40,0
10394,43,4,8,13,1,1,50,0
10634,34,4,8,13,5,1,50,1
492,56,4,8,13,0,1,28,0
10632,41,4,8,13,5,1,40,1
2941,54,4,8,13,0,1,40,0
215,31,4,8,13,0,2,32,0
3094,20,4,8,13,5,1,55,0
38945,20,4,8,13,5,1,45,0
38995,21,4,8,13,5,1,40,1
23511,28,4,8,13,#N/A,1,30,0
23548,26,4,8,13,5,1,40,1
2275,47,4,8,13,5,1,40,1
23574,23,4,8,13,5,1,40,0
24697,20,4,8,13,0,2,30,0
2314,53,4,8,13,5,1,40,0
39074,36,4,8,13,5,1,55,0
23520,21,4,8,13,0,3,40,0
36994,28,4,8,13,1,1,45,0
12292,28,4,8,13,5,1,45,1
39249,34,4,8,13,#N/A,1,40,0
39766,19,4,8,13,1,1,50,0
10095,45,4,8,13,0,1,28,0
38162,22,4,8,13,0,1,40,0
39235,23,4,8,13,5,1,40,1
